#Project: isoniazid
#PK-Sim version: 5.6.6 - Build 6650
IndividualId;Gender;RaceIndex;Population Name;Organism|Weight;Organism|BMI;Organism|Gestational age;Organism|Age;Organism|Ontogeny factor (alpha1-acid glycoprotein);Organism|Ontogeny factor (albumin);Organism|Height;Organism|Hematocrit;Organism|VenousBlood|Volume;Organism|ArterialBlood|Volume;Organism|Bone|Specific blood flow rate;Organism|Bone|Volume;Organism|Brain|Volume;Organism|Brain|Specific blood flow rate;Organism|Fat|Volume;Organism|Fat|Vf (neutral lipid)-PT;Organism|Fat|Vf (lipid);Organism|Fat|Vf (phospholipid)-PT;Organism|Fat|Fraction interstitial;Organism|Fat|Vf (water)-PT;Organism|Fat|Vf (water);Organism|Fat|Vf (neutral lipid)-WS;Organism|Fat|Vf (neutral lipid)-RR;Organism|Fat|Vf (neutral phospholipid, plasma)-WS;Organism|Fat|Vf (neutral phospholipid)-RR;Organism|Fat|Vf (extracellular water)-RR;Organism|Fat|Vf (intracellular water)-RR;Organism|Fat|Vf (water)-WS;Organism|Fat|Specific blood flow rate;Organism|Gonads|Volume;Organism|Gonads|Specific blood flow rate;Organism|Heart|Volume;Organism|Heart|Specific blood flow rate;Organism|Kidney|Volume;Organism|Kidney|Hill coefficient for GFR;Organism|Kidney|GFRmat;Organism|Kidney|TM50 for GFR;Organism|Kidney|Specific blood flow rate;Organism|Lumen|Effective surface area variability factor;Organism|Lumen|Stomach|Proximal radius;Organism|Lumen|Stomach|Distal radius;Organism|Lumen|Stomach|GET_alpha (Weibull function) variability factor;Organism|Lumen|Stomach|Gastric emptying time;Organism|Lumen|Stomach|Length;Organism|Lumen|Stomach|GET_beta (Weibull function) variability factor;Organism|Lumen|Duodenum|Effective surface area enhancement factor;Organism|Lumen|UpperJejunum|Effective surface area enhancement factor;Organism|Lumen|LowerJejunum|Effective surface area enhancement factor;Organism|Lumen|UpperIleum|Effective surface area enhancement factor;Organism|Lumen|LowerIleum|Effective surface area enhancement factor;Organism|Lumen|Caecum|Effective surface area enhancement factor;Organism|Lumen|ColonAscendens|Effective surface area enhancement factor;Organism|Lumen|ColonTransversum|Effective surface area enhancement factor;Organism|Lumen|ColonDescendens|Effective surface area enhancement factor;Organism|Lumen|ColonSigmoid|Effective surface area enhancement factor;Organism|Lumen|Rectum|Effective surface area enhancement factor;Organism|Stomach|Volume;Organism|Stomach|Specific blood flow rate;Organism|SmallIntestine|Small intestinal transit time;Organism|SmallIntestine|Volume;Organism|SmallIntestine|Specific blood flow rate;Organism|LargeIntestine|Large intestinal transit time;Organism|LargeIntestine|Volume;Organism|LargeIntestine|Specific blood flow rate;Organism|Liver|Volume;Organism|Liver|Specific blood flow rate;Organism|Lung|Volume;Organism|Lung|Fraction vascular;Organism|Muscle|Volume;Organism|Muscle|Vf (lipid);Organism|Muscle|Vf (neutral lipid)-PT;Organism|Muscle|Vf (protein);Organism|Muscle|Vf (phospholipid)-PT;Organism|Muscle|Vf (water)-PT;Organism|Muscle|Vf (water);Organism|Muscle|Fraction interstitial;Organism|Muscle|Vf (neutral lipid)-WS;Organism|Muscle|Vf (neutral lipid)-RR;Organism|Muscle|Vf (neutral phospholipid, plasma)-WS;Organism|Muscle|Vf (neutral phospholipid)-RR;Organism|Muscle|Vf (extracellular water)-RR;Organism|Muscle|Vf (protein)-WS;Organism|Muscle|Vf (intracellular water)-RR;Organism|Muscle|Vf (water)-WS;Organism|Muscle|Specific blood flow rate;Organism|Pancreas|Volume;Organism|Pancreas|Specific blood flow rate;Organism|PortalVein|Volume;Organism|Skin|Volume;Organism|Skin|Specific blood flow rate;Organism|Spleen|Volume;Organism|Spleen|Specific blood flow rate;NAT2|Ontogeny factor GI;NAT2|Ontogeny factor;Amidase_liver|Ontogeny factor GI;Amidase_liver|Ontogeny factor;Conjugase_liver|Ontogeny factor GI;Conjugase_liver|Ontogeny factor;CYP2E1|Ontogeny factor GI;CYP2E1|Ontogeny factor;INHA_liver_transporter|Ontogeny factor GI;INHA_liver_transporter|Ontogeny factor;NAAA|Ontogeny factor GI;NAAA|Ontogeny factor;BAAT|Ontogeny factor GI;BAAT|Ontogeny factor;SLC16A10|Ontogeny factor GI;SLC16A10|Ontogeny factor;GLYAT|Ontogeny factor GI;GLYAT|Ontogeny factor;SLC22A6|Ontogeny factor GI;SLC22A6|Ontogeny factor;SLC16A10.apical.efflux|Ontogeny factor GI;SLC16A10.apical.efflux|Ontogeny factor;SLC16A10.influx|Ontogeny factor GI;SLC16A10.influx|Ontogeny factor;CYP2E1|Reference concentration;CYP2E1|t1/2 (liver);NAT2|Reference concentration;NAAA|Reference concentration;SLC16A10|Reference concentration;GLYAT|Reference concentration
10;1;0;Ellard1973;66.8681125910731;0.255223498954848;40;55.8061904226459;0.944208853744662;0.875259599160356;16.1863603017772;0.47;0.979838206782633;0.433085093156353;0.0277387735966688;10.5450658012607;1.54412907335155;0.530689516096569;17.2994426213976;0.79;0.8;0.002;0.16;0.18;0.15;0.92;0.853;0.002024;0.0016;0.135;0.00899999999999998;0.03;0.0181511602696768;0.0432019259893949;0.0772498477917483;0.550121702654005;0.583307338752922;0.471514227180855;14.3401894698179;0.0815542476596208;44.7814106226259;2.81469929917656;2.3748238129241;0.5;0.5;2.55639074695622;8.38396592708629;2;1.76310805502622;292.6883;447.9877;372.9358;260.7527;146.565;1.8;2.5;2.5;2.5;2.5;3.56;0.175177712251662;0.36131558413826;89.5836343087974;0.76132007780642;0.922393775668487;2652;0.309623040606144;0.585883502564254;1.99947678778302;0.22483021211747;1.21832641189459;0.58;25.0995760905882;0.013;0.0238;0.177;0.0072;0.76;0.811;0.16;0.0049;0.022;0.0042;0.0078;0.079;0.19;0.666;0.76;0.0408371836775507;0.178296047988186;0.341278915012384;1.07656608789668;3.7247993554753;0.0781042503948823;0.458552327009833;0.741147304123048;1;1;1;1;1;1;0.916769566549408;0.929426642649122;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.17622726842608;2160;1.10819774748261;0.796095733826373;0.908889310606914;1.06645884363742
11;1;0;Ellard1973;64.294457664336;0.224964739010906;40;42.1255475660439;0.750865708940393;0.891587274581414;16.905559267383;0.47;0.952082429983561;0.439648375035214;0.0262785874431605;10.4923915646148;1.59483145027219;0.517994842366395;12.00043567419;0.79;0.8;0.002;0.16;0.18;0.15;0.92;0.853;0.002024;0.0016;0.135;0.00899999999999998;0.03;0.0204362830596348;0.0407369698724791;0.0781264795465515;0.471973230688015;0.632863336855786;0.510714012493462;15.4168692286154;0.119737205140021;44.8651272887299;2.7561831679307;2.8419670105913;0.5;0.5;0.686642042197084;10.0783370606144;2;0.626753692122938;292.6883;447.9877;372.9358;260.7527;146.565;1.8;2.5;2.5;2.5;2.5;3.56;0.162597041200019;0.355751655038511;210.405282155148;0.579679761941;0.802277061970372;2652;0.507971161269867;0.566094880793576;1.54016368614592;0.202942171609851;1.2875791770072;0.58;28.7853365556405;0.013;0.0238;0.177;0.0072;0.76;0.811;0.16;0.0049;0.022;0.0042;0.0078;0.079;0.19;0.666;0.76;0.0336418122830797;0.236721652845671;0.329970118039029;0.96023880302691;3.40567810558098;0.0795794427471406;0.325678012528154;0.906767987631051;1;1;1;1;1;1;1.09938527593575;1.09682339660391;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.507395172297751;2160;1.08191313582826;0.902945278885583;0.93170637998687;1.36513657440938
12;1;0;Ellard1973;70.1819647514479;0.231542085864458;40;32.6602944050265;0.906891155826768;0.966425001035182;17.4099606854741;0.47;0.930938138057962;0.422035973711713;0.0292106064884209;11.5084284678484;1.38424268995018;0.525803487907757;15.518523033375;0.79;0.8;0.002;0.16;0.18;0.15;0.92;0.853;0.002024;0.0016;0.135;0.00899999999999998;0.03;0.0224942502518432;0.0364252822403051;0.0777089365920877;0.379973092697525;0.605942513383735;0.476635913365059;14.9820146596427;0.121691695516044;43.1925831632026;3.07776582440264;0.714507894346454;0.5;0.5;0.827472347569326;12.9113459137929;2;1.0247766740316;292.6883;447.9877;372.9358;260.7527;146.565;1.8;2.5;2.5;2.5;2.5;3.56;0.161672047956699;0.38848202006238;94.347333936562;0.720610830774015;1.00395167429395;2652;0.48823442116711;0.557288451699733;3.03071984635853;0.19043142836797;1.26747930919764;0.58;28.4367789544597;0.013;0.0238;0.177;0.0072;0.76;0.811;0.16;0.0049;0.022;0.0042;0.0078;0.079;0.19;0.666;0.76;0.0349469212763224;0.211518667380447;0.35557020179746;0.928543851483647;4.02789320652565;0.084189582848287;0.251311024898325;0.832894314570381;1;1;1;1;1;1;0.767380015812003;1.24429025308003;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.5703837293421;2160;0.677742055282685;1.51876415230477;0.315576527892895;0.963471346357994
13;1;0;Ellard1973;83.0494917504932;0.257148260413567;40;55.3998129034414;1.01758369751411;1.12550151167347;17.9711841389433;0.47;1.06875195474925;0.448655825570191;0.0255909567012111;13.2911313286223;1.45199002608146;0.498188487632566;24.1910792127982;0.79;0.8;0.002;0.16;0.18;0.15;0.92;0.853;0.002024;0.0016;0.135;0.00899999999999998;0.03;0.0199983086005655;0.0446692849409124;0.072936209220758;0.390966302446382;0.686027383041604;0.53254334391036;15.0416985829236;0.0989201029641919;43.6816347013551;2.75182200698317;1.06308876579183;0.5;0.5;0.906221709570908;19.3802910714237;2;0.634268519525055;292.6883;447.9877;372.9358;260.7527;146.565;1.8;2.5;2.5;2.5;2.5;3.56;0.192886196461389;0.377167884841484;104.896948753632;0.719833669147481;0.882402369631401;2652;0.56202912333618;0.646185825821594;2.37824567798211;0.228455801578347;1.6462537683788;0.58;29.8927897661104;0.013;0.0238;0.177;0.0072;0.76;0.811;0.16;0.0049;0.022;0.0042;0.0078;0.079;0.19;0.666;0.76;0.0391545775317899;0.188436837982468;0.297030568323391;1.15418881237217;4.47769267861372;0.0747680340566498;0.417347940989559;0.725474697323097;1;1;1;1;1;1;0.680065886783373;0.861491824514414;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.743547266062542;2160;1.00754802391226;0.515093843036633;0.500681814041535;0.685848070624563
14;1;0;Ellard1973;68.488833196494;0.248281734338687;40;53.3260871327138;0.955966880228261;0.941786266714891;16.6087710528477;0.47;0.953243652855477;0.433138486983452;0.0270937080908523;10.8290553122108;1.55871715667416;0.558936308462408;17.7514249591357;0.79;0.8;0.002;0.16;0.18;0.15;0.92;0.853;0.002024;0.0016;0.135;0.00899999999999998;0.03;0.0193005199607696;0.0435653750850835;0.0708290332718928;0.436957020271911;0.561422339498955;0.458986120646637;15.0139258098427;0.0936864787135108;43.8878653590925;2.757812678197;1.22467025203041;0.5;0.5;1.17416577031081;5.49951023274148;2;0.925823048598419;292.6883;447.9877;372.9358;260.7527;146.565;1.8;2.5;2.5;2.5;2.5;3.56;0.16362536193259;0.368738079339473;129.719736796451;0.720494276874186;0.897427195362378;2652;0.323065077967019;0.609286110822245;2.23556793081682;0.207823165882545;0.899401158121662;0.58;26.6418792155292;0.013;0.0238;0.177;0.0072;0.76;0.811;0.16;0.0049;0.022;0.0042;0.0078;0.079;0.19;0.666;0.76;0.0465618431479456;0.375903640722125;0.343664803264167;1.03286020496524;3.38418415864945;0.0779266556295931;0.246764087052405;0.76944360142715;1;1;1;1;1;1;1.02109798316182;1.00135894538854;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.887928485816032;2160;1.70390533906107;1.07092085192965;0.547269568814915;1.01962626679993
15;1;0;Ellard1973;77.329806445104;0.271977626897069;40;66.4094340574972;1.19899367644482;0.904343164759608;16.8619140610801;0.47;1.01370728330187;0.483171233897784;0.0239122396510582;12.3617051802296;1.43192372977488;0.513985538770152;25.724663921668;0.79;0.8;0.002;0.16;0.18;0.15;0.92;0.853;0.002024;0.0016;0.135;0.00899999999999998;0.03;0.0193381062546768;0.0474491510217119;0.0748152276645047;0.463230836448989;0.557265793722908;0.414415700746199;15.3463278304735;0.11160479170522;44.3943680534503;2.72147475499742;1.14134309184958;0.5;0.5;0.944691117787764;37.1006321385553;2;1.43208064459005;292.6883;447.9877;372.9358;260.7527;146.565;1.8;2.5;2.5;2.5;2.5;3.56;0.191649170979412;0.357200690341831;62.4188742393896;0.708508148914031;0.843090163827073;2652;0.449996645514015;0.600476559837166;2.48629281624009;0.239034741201144;1.12598964923851;0.58;24.2097361034014;0.013;0.0238;0.177;0.0072;0.76;0.811;0.16;0.0049;0.022;0.0042;0.0078;0.079;0.19;0.666;0.76;0.0455568173265579;0.24220884167595;0.319234729473688;1.1891592188026;4.45795047144961;0.0825663675340839;0.328048341799395;0.746825723136733;1;1;1;1;1;1;0.592837878515186;0.88733044960213;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.629786509507823;2160;0.973610282551264;1.24307139934465;1.28462800602339;0.718448954811532
16;1;0;Ellard1973;57.578648991627;0.222819037328166;40;47.2217210038666;0.941181260585255;0.967482869196216;16.0751335055968;0.47;0.946683219969152;0.357495305858273;0.0261591433625544;9.79608220609247;1.49948716851461;0.520055669976462;10.2980123118339;0.79;0.8;0.002;0.16;0.18;0.15;0.92;0.853;0.002024;0.0016;0.135;0.00899999999999998;0.03;0.0217891593124492;0.0391246025885424;0.0811431652714222;0.269885721397944;0.584380659268577;0.49202757015065;15.0128675309651;0.100478630006465;44.8079343454463;2.90467459307015;0.592875867767502;0.5;0.5;0.950786800167925;3.23104884346327;2;1.20779317701457;292.6883;447.9877;372.9358;260.7527;146.565;1.8;2.5;2.5;2.5;2.5;3.56;0.187755491327036;0.363052708100209;97.9060222948998;0.589728281288266;0.843243354699543;2652;0.395836026896197;0.620335919684573;1.57122439399113;0.205507514654438;0.922041430594968;0.58;25.8074434415037;0.013;0.0238;0.177;0.0072;0.76;0.811;0.16;0.0049;0.022;0.0042;0.0078;0.079;0.19;0.666;0.76;0.0397882179024261;0.132314177042219;0.306848052390727;0.980225508413054;3.11923400697046;0.0816489059863124;0.174048127194408;0.745837468495631;1;1;1;1;1;1;0.585565460343978;0.657925997001319;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.64604163809154;2160;0.528153565593175;0.980499378778783;1.69683555269896;1.13904704800038
17;1;0;Ellard1973;65.2221315857702;0.248104573312813;40;36.9029729216839;1.03534798753603;0.800212283764867;16.2136244460624;0.47;0.828176173533057;0.392182046459298;0.0255093662641029;10.1135908065452;1.63475385873486;0.517327824818376;15.9784855857475;0.79;0.8;0.002;0.16;0.18;0.15;0.92;0.853;0.002024;0.0016;0.135;0.00899999999999998;0.03;0.0222273066501106;0.0355863563888279;0.075438224112954;0.368656287254103;0.650853279790555;0.463225876648;15.3751242809563;0.110985282708006;44.3544940162415;3.00603347865929;1.3776010216958;0.5;0.5;0.680096513035328;12.4578964518569;2;0.850183840364824;292.6883;447.9877;372.9358;260.7527;146.565;1.8;2.5;2.5;2.5;2.5;3.56;0.111602487850877;0.385221681666636;85.248809964522;0.631596702431934;0.897473432477197;2652;0.33127596445454;0.572850516423874;2.28403378520495;0.195127577993123;1.22040379897204;0.58;26.1913831660056;0.013;0.0238;0.177;0.0072;0.76;0.811;0.16;0.0049;0.022;0.0042;0.0078;0.079;0.19;0.666;0.76;0.0359955717844467;0.182097392199048;0.339071668828758;0.945232386247296;3.28303813608355;0.0850010151193545;0.226810775009524;0.785785411719735;1;1;1;1;1;1;0.784717248521878;0.829342623556905;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.39881635201725;2160;0.870725460093179;1.10292727244591;0.988396941404766;0.675267515679564
18;1;0;Ellard1973;75.6595247383118;0.256635695662006;40;40.1273430237208;1.16334532565212;1.1486945254803;17.1701177364387;0.47;0.971504153630539;0.412951225089414;0.0262994266655308;11.1489122626371;1.51230819656559;0.529577694066603;16.3245615662222;0.79;0.8;0.002;0.16;0.18;0.15;0.92;0.853;0.002024;0.0016;0.135;0.00899999999999998;0.03;0.0225761087965102;0.0417764525608684;0.0881247974967846;0.437898592279051;0.635915490850834;0.229589979765115;14.6159613139645;0.107656467553471;44.4884646482605;3.08222451406172;1.2990823076107;0.5;0.5;0.545452832342043;13.7137848238701;2;1.16929529601052;292.6883;447.9877;372.9358;260.7527;146.565;1.8;2.5;2.5;2.5;2.5;3.56;0.141615600616723;0.374968147738116;191.285066665414;0.679874476563456;0.915287064510874;2652;0.344737099674604;0.611435507950647;2.12207377762064;0.183726402707228;1.25399176189504;0.58;34.9934093635548;0.013;0.0238;0.177;0.0072;0.76;0.811;0.16;0.0049;0.022;0.0042;0.0078;0.079;0.19;0.666;0.76;0.0357069707563194;0.217148301704119;0.314316455683028;1.04338590684771;3.50859848857683;0.0844679369778163;0.275187532507982;0.752103344201296;1;1;1;1;1;1;0.869270684879394;1.22103703882874;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.896300063182989;2160;0.729468359247102;1.03113382613361;0.896890799159583;0.471587284705731
19;2;0;Ellard1973;61.0235045665633;0.242899644760889;40;33.2614325970697;1.12744264709041;1.14095405156969;15.8502140995954;0.41;0.729526643506507;0.29889987405506;0.0341634046830615;8.65944073498572;1.34866628318259;0.504095622661074;20.009898949313;0.79;0.8;0.002;0.16;0.18;0.15;0.92;0.853;0.002024;0.0016;0.135;0.00899999999999998;0.03;0.0242129510915585;0.0131558241272354;0.0917393179560878;0.327739433330446;0.832108569759753;0.622661711568648;15.1713751873515;0.153908166808311;44.5226178023121;2.74256475822065;1.0237969390846;0.5;0.5;0.672995967358231;16.2384866655754;2;0.70314006917291;292.6883;447.9877;372.9358;260.7527;146.565;1.8;2.5;2.5;2.5;2.5;3.56;0.132492193511162;0.362292540642485;71.4347324872767;0.712908769865709;0.976594348599934;2652;0.397306337003886;0.769786400348988;1.82869067621942;0.213840965204968;0.843297151989588;0.53;21.3816091114973;0.013;0.0238;0.177;0.0072;0.76;0.811;0.16;0.0049;0.022;0.0042;0.0078;0.079;0.19;0.666;0.76;0.032388808930128;0.175947636092357;0.35297983813771;0.7717789854183;2.60642675427317;0.109769449056318;0.163057496623274;0.766636378065279;1;1;1;1;1;1;0.795365860336448;1.0289130695273;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.34033424441677;2160;1.21129079854995;0.786225271555791;0.615673375967323;0.8299367325867
20;2;0;Ellard1973;69.7439221601271;0.266609429045722;40;44.2388150432328;0.950722620476182;0.903515156724338;16.1739252291283;0.41;0.717742829228774;0.320783906518978;0.0330078140248562;8.97403713707784;1.34616286710189;0.494534747889792;31.7304413238974;0.79;0.8;0.002;0.16;0.18;0.15;0.92;0.853;0.002024;0.0016;0.135;0.00899999999999998;0.03;0.0231796758561138;0.0130715891970136;0.0954884228627816;0.368806093960732;0.923015203439228;0.345309145997178;15.1030182357949;0.119728248601115;44.8104561351116;2.80100533419534;0.912620642231239;0.5;0.5;0.833281256648053;11.6780244373839;2;1.40096541143754;292.6883;447.9877;372.9358;260.7527;146.565;1.8;2.5;2.5;2.5;2.5;3.56;0.134858625685787;0.340047258333129;118.887415285481;0.620304191357101;0.957630861158972;2652;0.475992581745457;0.738339098257401;1.98897302805275;0.233176229625161;1.05025893997739;0.53;17.5772711435814;0.013;0.0238;0.177;0.0072;0.76;0.811;0.16;0.0049;0.022;0.0042;0.0078;0.079;0.19;0.666;0.76;0.038961929361443;0.153014028017857;0.372147301031358;0.780576407597762;2.88240721461678;0.113667447280842;0.263911106514955;0.787714161581096;1;1;1;1;1;1;0.804464193288927;0.76548350953;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.27400861657159;2160;0.831778101582921;0.424090409442984;1.2458268104362;1.14497742346387
21;2;0;Ellard1973;52.8790807662341;0.234318440619525;40;43.0733031449249;1.05339033734306;0.993433991024443;15.0223789863758;0.41;0.698882917983315;0.302621565123573;0.0326789302734508;7.7232438163428;1.31063531230889;0.467977032070074;17.6188521756545;0.79;0.8;0.002;0.16;0.18;0.15;0.92;0.853;0.002024;0.0016;0.135;0.00899999999999998;0.03;0.0259364044315703;0.0128093039071372;0.091666974734766;0.28617921255573;0.93806161615195;0.475679915202728;14.616242984314;0.121915180175531;44.9740422004843;2.8257387029852;0.972973076780699;0.5;0.5;0.719491679840535;18.6502715890016;2;1.28337969255094;292.6883;447.9877;372.9358;260.7527;146.565;1.8;2.5;2.5;2.5;2.5;3.56;0.164982850558506;0.369017656531716;101.922689837264;0.729515012317328;0.889807281020832;2652;0.29440208143038;0.73186168539387;2.19119256945469;0.231653510887012;0.831130015820291;0.53;17.033346307609;0.013;0.0238;0.177;0.0072;0.76;0.811;0.16;0.0049;0.022;0.0042;0.0078;0.079;0.19;0.666;0.76;0.0363480258824359;0.108364379477848;0.350754394557578;0.753003624071915;2.15374758932021;0.104192106961223;0.190492117095154;0.775586903245166;1;1;1;1;1;1;2.25219428920078;0.770396674457246;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.44766444432748;2160;0.870897083457323;1.26184712112905;1.24607218877104;1.06235416739581
