#Project: isoniazid
#PK-Sim version: 5.6.6 - Build 6650
IndividualId;Gender;RaceIndex;Population Name;Organism|Weight;Organism|BMI;Organism|Gestational age;Organism|Age;Organism|Ontogeny factor (alpha1-acid glycoprotein);Organism|Ontogeny factor (albumin);Organism|Height;Organism|Hematocrit;Organism|VenousBlood|Volume;Organism|ArterialBlood|Volume;Organism|Bone|Specific blood flow rate;Organism|Bone|Volume;Organism|Brain|Volume;Organism|Brain|Specific blood flow rate;Organism|Fat|Volume;Organism|Fat|Vf (neutral lipid)-PT;Organism|Fat|Vf (lipid);Organism|Fat|Vf (phospholipid)-PT;Organism|Fat|Fraction interstitial;Organism|Fat|Vf (water)-PT;Organism|Fat|Vf (water);Organism|Fat|Vf (neutral lipid)-WS;Organism|Fat|Vf (neutral lipid)-RR;Organism|Fat|Vf (neutral phospholipid, plasma)-WS;Organism|Fat|Vf (neutral phospholipid)-RR;Organism|Fat|Vf (extracellular water)-RR;Organism|Fat|Vf (intracellular water)-RR;Organism|Fat|Vf (water)-WS;Organism|Fat|Specific blood flow rate;Organism|Gonads|Volume;Organism|Gonads|Specific blood flow rate;Organism|Heart|Volume;Organism|Heart|Specific blood flow rate;Organism|Kidney|Volume;Organism|Kidney|Hill coefficient for GFR;Organism|Kidney|GFRmat;Organism|Kidney|TM50 for GFR;Organism|Kidney|Specific blood flow rate;Organism|Lumen|Effective surface area variability factor;Organism|Lumen|Stomach|Proximal radius;Organism|Lumen|Stomach|Distal radius;Organism|Lumen|Stomach|GET_alpha (Weibull function) variability factor;Organism|Lumen|Stomach|Gastric emptying time;Organism|Lumen|Stomach|Length;Organism|Lumen|Stomach|GET_beta (Weibull function) variability factor;Organism|Lumen|Duodenum|Effective surface area enhancement factor;Organism|Lumen|UpperJejunum|Effective surface area enhancement factor;Organism|Lumen|LowerJejunum|Effective surface area enhancement factor;Organism|Lumen|UpperIleum|Effective surface area enhancement factor;Organism|Lumen|LowerIleum|Effective surface area enhancement factor;Organism|Lumen|Caecum|Effective surface area enhancement factor;Organism|Lumen|ColonAscendens|Effective surface area enhancement factor;Organism|Lumen|ColonTransversum|Effective surface area enhancement factor;Organism|Lumen|ColonDescendens|Effective surface area enhancement factor;Organism|Lumen|ColonSigmoid|Effective surface area enhancement factor;Organism|Lumen|Rectum|Effective surface area enhancement factor;Organism|Stomach|Volume;Organism|Stomach|Specific blood flow rate;Organism|SmallIntestine|Small intestinal transit time;Organism|SmallIntestine|Volume;Organism|SmallIntestine|Specific blood flow rate;Organism|LargeIntestine|Large intestinal transit time;Organism|LargeIntestine|Volume;Organism|LargeIntestine|Specific blood flow rate;Organism|Liver|Volume;Organism|Liver|Specific blood flow rate;Organism|Lung|Volume;Organism|Lung|Fraction vascular;Organism|Muscle|Volume;Organism|Muscle|Vf (lipid);Organism|Muscle|Vf (neutral lipid)-PT;Organism|Muscle|Vf (protein);Organism|Muscle|Vf (phospholipid)-PT;Organism|Muscle|Vf (water)-PT;Organism|Muscle|Vf (water);Organism|Muscle|Fraction interstitial;Organism|Muscle|Vf (neutral lipid)-WS;Organism|Muscle|Vf (neutral lipid)-RR;Organism|Muscle|Vf (neutral phospholipid, plasma)-WS;Organism|Muscle|Vf (neutral phospholipid)-RR;Organism|Muscle|Vf (extracellular water)-RR;Organism|Muscle|Vf (protein)-WS;Organism|Muscle|Vf (intracellular water)-RR;Organism|Muscle|Vf (water)-WS;Organism|Muscle|Specific blood flow rate;Organism|Pancreas|Volume;Organism|Pancreas|Specific blood flow rate;Organism|PortalVein|Volume;Organism|Skin|Volume;Organism|Skin|Specific blood flow rate;Organism|Spleen|Volume;Organism|Spleen|Specific blood flow rate;NAT2|Ontogeny factor GI;NAT2|Ontogeny factor;Amidase_liver|Ontogeny factor GI;Amidase_liver|Ontogeny factor;Conjugase_liver|Ontogeny factor GI;Conjugase_liver|Ontogeny factor;CYP2E1|Ontogeny factor GI;CYP2E1|Ontogeny factor;INHA_liver_transporter|Ontogeny factor GI;INHA_liver_transporter|Ontogeny factor;NAAA|Ontogeny factor GI;NAAA|Ontogeny factor;BAAT|Ontogeny factor GI;BAAT|Ontogeny factor;SLC16A10|Ontogeny factor GI;SLC16A10|Ontogeny factor;GLYAT|Ontogeny factor GI;GLYAT|Ontogeny factor;SLC22A6|Ontogeny factor GI;SLC22A6|Ontogeny factor;SLC16A10.apical.efflux|Ontogeny factor GI;SLC16A10.apical.efflux|Ontogeny factor;SLC16A10.influx|Ontogeny factor GI;SLC16A10.influx|Ontogeny factor;CYP2E1|Reference concentration;CYP2E1|t1/2 (liver);NAT2|Reference concentration;NAAA|Reference concentration;SLC16A10|Reference concentration;GLYAT|Reference concentration
10;1;0;Pea1999;68.149931610192;0.220978887932104;40;38.4769062364832;1.2625434689896;0.912177089784779;17.5613266199219;0.47;1.00510179621343;0.418542029976294;0.0272946429791539;11.6603262322571;1.39907105731209;0.532246711714851;16.4106857820715;0.79;0.8;0.002;0.16;0.18;0.15;0.92;0.853;0.002024;0.0016;0.135;0.00899999999999998;0.03;0.0205531707445039;0.0367800660768944;0.0809967645948585;0.281220481013802;0.587610716171716;0.321349389936815;15.1115067308865;0.0914259788249697;44.1038753354472;2.67860108831146;0.742169379229692;0.5;0.5;1.03205564688444;31.7008194192786;2;0.783923035628298;292.6883;447.9877;372.9358;260.7527;146.565;1.8;2.5;2.5;2.5;2.5;3.56;0.183419736501247;0.406285830892305;181.438905348132;0.52985208737355;0.895511010271319;2652;0.434043407572461;0.603521106809747;2.41954969955485;0.217431255438917;0.965925195921338;0.58;26.8682753834324;0.013;0.0238;0.177;0.0072;0.76;0.811;0.16;0.0049;0.022;0.0042;0.0078;0.079;0.19;0.666;0.76;0.03467470837544;0.20585641253515;0.313754556659217;1.06159219349978;3.70249503588363;0.0832904843072186;0.245845623059572;0.864154392336853;1;1;1;1;1;1;0.83432331778646;0.855529311217911;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.4009627971185;2160;0.270497758034929;1.53093007864641;0.680095393653232;1.03101150264903
11;1;0;Pea1999;78.8531379112075;0.249131353886085;40;71.9042342612074;1.57773444038731;0.976329780630823;17.790792572668;0.47;1.16291524580476;0.492542638296089;0.025814272949638;14.6316581026308;1.51732295293877;0.534544391443169;16.6203993544088;0.79;0.8;0.002;0.16;0.18;0.15;0.92;0.853;0.002024;0.0016;0.135;0.00899999999999998;0.03;0.0202391928122179;0.0520948429344061;0.0733893878760843;0.456108758499366;0.546789953598903;0.696246859062005;14.5846229897855;0.130250498079141;43.7677305067498;2.69243908791087;0.729294161351033;0.5;0.5;0.688170206209356;9.68224199349573;2;0.615306997782561;292.6883;447.9877;372.9358;260.7527;146.565;1.8;2.5;2.5;2.5;2.5;3.56;0.192061083893568;0.313328280281669;88.9739356043365;0.958872237843135;0.775928039111262;2652;0.398035678503969;0.601925402248034;1.98694347034003;0.247403104296479;1.49422525573337;0.58;31.9025038786626;0.013;0.0238;0.177;0.0072;0.76;0.811;0.16;0.0049;0.022;0.0042;0.0078;0.079;0.19;0.666;0.76;0.0449154346800174;0.15096905274036;0.318022893283198;1.2078659866149;4.71079293197488;0.0783065410978428;0.221579580325578;0.742042298254006;1;1;1;1;1;1;1.21431965540242;0.611549495346852;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.524433349542045;2160;1.45885693026218;1.13806280857678;0.406729765648311;1.43735692160378
12;1;0;Pea1999;72.9971676318858;0.227106767447103;40;41.0127093675605;0.954330102897574;1.5261390629147;17.9282527752427;0.47;0.981104202617793;0.480133538954535;0.0261715925796041;12.0656802180652;1.50848260731917;0.466196562266658;16.6967809322692;0.79;0.8;0.002;0.16;0.18;0.15;0.92;0.853;0.002024;0.0016;0.135;0.00899999999999998;0.03;0.0219625275639226;0.0382089834176109;0.0880588618008546;0.485480194069065;0.558315772311647;0.50959226722099;14.97253850677;0.0920784462560518;45.6098502110674;2.93965559801827;1.37854869608445;0.5;0.5;1.89489163923636;9.80581204807138;2;1.5439898966071;292.6883;447.9877;372.9358;260.7527;146.565;1.8;2.5;2.5;2.5;2.5;3.56;0.16419716649586;0.357944361635199;122.921706530813;0.691033427787669;0.859024809962722;2652;0.49137506605192;0.621172598004584;2.47232510490168;0.193633456089784;2.22136394137932;0.58;29.2326452724367;0.013;0.0238;0.177;0.0072;0.76;0.811;0.16;0.0049;0.022;0.0042;0.0078;0.079;0.19;0.666;0.76;0.0393171910679859;0.191898628487077;0.321009703513288;0.913172350095275;3.71769164058167;0.0833140616867367;0.136002089735058;0.837533668277868;1;1;1;1;1;1;0.920809373113449;1.10599206133131;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.837624756398703;2160;0.60859399310877;1.55837816984053;1.00595367752078;0.85608748388595
13;1;0;Pea1999;75.7034635956174;0.240865220192196;40;29.6875448290666;0.901353229250996;0.870372396896415;17.728452484151;0.468958482763555;0.93016608934361;0.41300928565307;0.0303202039305211;11.8552841893839;1.48200003045393;0.474922424832692;20.5246421949761;0.788560102420615;0.798541875868978;0.00199635468967244;0.161249820683734;0.181749748957227;0.151458124131022;0.918323157249324;0.851445275145297;0.00202031094594851;0.00159708375173796;0.13631231171792;0.00908748744786132;0.0302916248262045;0.0218749422905573;0.0409034393652006;0.0818762982780556;0.502299710727094;0.573911178562215;0.532857235130882;15.166663681839;0.122708780478774;44.1996606389037;2.98655672748281;0.686135006101281;0.499467368085282;0.499467368085282;0.601080677920466;10.6472648638615;1.99786905573423;0.738549349862385;292.6883;447.9877;372.9358;260.7527;146.565;1.8;2.5;2.5;2.5;2.5;3.56;0.153952552992905;0.372005997809857;133.64357386196;0.798452525946753;0.85554287279464;2648.93793932485;0.456620688632274;0.61011547111826;2.9914855939122;0.198446804144121;1.28438329817016;0.58;27.9906035164041;0.013;0.0238;0.177;0.0072;0.76;0.811;0.160416606894578;0.0049;0.022;0.0042;0.0078;0.079;0.19;0.666;0.76;0.0337804758897771;0.126197547619786;0.334002304447858;1.09989484716734;4.12606557643222;0.0893864601831909;0.394645273305891;0.750280116644777;1;1;1;1;1;1;1.07673037749278;0.940937192665832;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.27769013125843;2160;1.20985157403085;0.917221929634105;1.18492805315158;0.834248450342896
14;1;0;Pea1999;70.0303255950444;0.205350889787472;40;44.0166961420405;1.04323302496286;1.06753165277894;18.4669332017913;0.47;1.02711513616997;0.414135039156356;0.0269926355603662;12.8953245943401;1.52471917416219;0.511530599238008;10.7100362671486;0.79;0.8;0.002;0.16;0.18;0.15;0.92;0.853;0.002024;0.0016;0.135;0.00899999999999998;0.03;0.0215205888193998;0.0413740949509446;0.074139091895194;0.494390966888856;0.590453348506207;0.453517106964389;15.1632875402288;0.0988159556158798;43.9494208258013;2.8321147062634;0.427456780535359;0.5;0.5;0.9351761939871;5.70004453714377;2;0.746346975289094;292.6883;447.9877;372.9358;260.7527;146.565;1.8;2.5;2.5;2.5;2.5;3.56;0.167773134181147;0.313852278535648;56.6001923830393;0.794495827389724;0.830228521027801;2652;0.265462017672784;0.646556327999731;2.02934682634958;0.206662478436296;1.17707796854043;0.58;33.0449192492891;0.013;0.0238;0.177;0.0072;0.76;0.811;0.16;0.0049;0.022;0.0042;0.0078;0.079;0.19;0.666;0.76;0.0399405037517561;0.0859994913230542;0.33378206389084;1.11930146256568;3.59108467884904;0.0895121308186842;0.194252559102396;0.843867231085211;1;1;1;1;1;1;0.778093094101863;1.58836975241176;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.821096698169863;2160;1.09479978866716;0.900390684111118;1.02515342266759;0.927277138118715
15;1;0;Pea1999;74.8509290532364;0.241425116786514;40;29.9922181377151;0.769780559617791;0.895379148103938;17.6078922739883;0.46997406045905;0.890488504527669;0.388653063012234;0.0257377735296602;11.7460107811491;1.52513462497094;0.539565263910658;11.5978609465546;0.789964138584637;0.799963684642671;0.00199990921160668;0.16003112744914;0.180043578428795;0.150036315357329;0.919958237339071;0.852961278750247;0.00202390812214596;0.00159992736928534;0.135032683821597;0.00900217892143975;0.0300072630714659;0.0203345015160474;0.0404466134880809;0.0794138979396681;0.506142352273424;0.571059586327386;0.544575607861761;15.1749216489184;0.0613187166848975;42.6736688210882;2.80622772973752;0.90462563713991;0.499986734518758;0.499986734518758;1.72493597551101;9.02780312648231;1.99994692769922;1.30613895609534;292.6883;447.9877;372.9358;260.7527;146.565;1.8;2.5;2.5;2.5;2.5;3.56;0.181240131916603;0.356230982711224;84.8856804748426;0.767912226276057;0.898901951593462;2651.92373774961;0.429641303781467;0.623243139885665;2.06287852992624;0.172774409206468;1.6789031402743;0.58;36.9644681297565;0.013;0.0238;0.177;0.0072;0.76;0.811;0.16001037581638;0.0049;0.022;0.0042;0.0078;0.079;0.19;0.666;0.76;0.0337401274578739;0.291213405694868;0.364575456000392;1.08004499339148;3.78678143253546;0.092312921528351;0.368533265845604;0.787496917173307;1;1;1;1;1;1;1.17699735080883;1.02341008493105;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.782859640472385;2160;0.986095753368758;1.04965100732892;0.751707907496635;1.2060531762204
16;1;0;Pea1999;80.0497562645548;0.235935054754582;40;23.8613903894375;0.980331908749798;1.02278502227113;18.41975166821;0.449537967964792;0.981191561727452;0.404676262820044;0.0314292147872265;12.4010436284592;1.54970998409861;0.522503455846812;24.7824683664023;0.761711240711325;0.771353155150708;0.00192838288787677;0.18455443844225;0.21437621381915;0.178646844849292;0.887056128423315;0.822455301679443;0.00195152348253129;0.00154270631030142;0.160782160364362;0.0107188106909575;0.0357293689698583;0.0265723906329715;0.035605048311361;0.108004194209043;0.319623704625278;0.700405134864121;0.571011310535633;15.2741562538165;0.122954449134511;43.1237434442716;3.09524976139748;1.34534018628192;0.489535716817194;0.489535716817194;0.962060518493276;19.9590888998843;1.95813468245596;0.929419593368755;292.6883;447.9877;372.9358;260.7527;146.565;1.8;2.5;2.5;2.5;2.5;3.56;0.160725513557253;0.429065068999829;169.37709630145;0.799852773054626;0.987900707647406;2591.84162581649;0.391363041201079;0.663715040263521;2.07467360908582;0.187206091711749;0.861139876488847;0.58;29.8718469076284;0.013;0.0238;0.177;0.0072;0.76;0.811;0.168184812814083;0.0049;0.022;0.0042;0.0078;0.079;0.19;0.666;0.76;0.0348474405321122;0.10981004588422;0.394847432295982;0.974107614475736;3.57871946646118;0.099182256583642;0.182187549737819;0.894978871735107;1;1;1;1;1;1;1.40058038917657;0.705718434701573;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.960802655482387;2160;0.335694864571659;0.638907934071919;1.38795961731544;1.08489820189912
17;2;0;Pea1999;60.7783688613406;0.208621611533981;40;48.7397386826294;0.959813720361008;1.01613071116162;17.0684809722719;0.41;0.751401452746667;0.31854861335177;0.0310275652836263;10.0452425342742;1.3946088549842;0.491544271550987;20.9421483873772;0.79;0.8;0.002;0.16;0.18;0.15;0.92;0.853;0.002024;0.0016;0.135;0.00899999999999998;0.03;0.0265677629906449;0.0150592887216128;0.0919751363070655;0.203318894479115;0.869345322013055;0.413084030607846;14.5466106212347;0.13005485548887;45.2323771072529;2.74912241024743;0.740066528059313;0.5;0.5;0.531843598030153;17.2976141826441;2;1.07067021606062;292.6883;447.9877;372.9358;260.7527;146.565;1.8;2.5;2.5;2.5;2.5;3.56;0.186715841137965;0.367833496299878;270.286278202801;0.751785150764115;0.920343230137873;2652;0.460275928922656;0.6549467735495;1.50787408203239;0.249082593569677;0.557047781236347;0.53;19.3370424801269;0.013;0.0238;0.177;0.0072;0.76;0.811;0.16;0.0049;0.022;0.0042;0.0078;0.079;0.19;0.666;0.76;0.0403114781455231;0.168433881253799;0.3291376608891;0.742856014910591;2.80768116096247;0.109815619874112;0.175244483450811;0.85914527267967;1;1;1;1;1;1;1.06215884864429;0.896517028162761;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.0677579888514;2160;0.932447019261907;1.213257963882;1.35355607327898;0.965825578840167
18;2;0;Pea1999;51.1970825895213;0.193767504784526;40;45.9995121778918;0.916815210599206;1.06563736606609;16.254818837341;0.41;0.721738511222878;0.320725072323517;0.030982831730002;9.05291786763239;1.33947905910025;0.553653648817912;13.2601964770483;0.79;0.8;0.002;0.16;0.18;0.15;0.92;0.853;0.002024;0.0016;0.135;0.00899999999999998;0.03;0.0263806299475719;0.0128272769532904;0.0904068965117981;0.328011369563648;0.915858934456529;0.408304384900155;14.371402889204;0.0976592607382642;43.6955912340495;2.66400353539127;0.408533323906301;0.5;0.5;0.90537039998755;20.2319490826202;2;0.777472506934683;292.6883;447.9877;372.9358;260.7527;146.565;1.8;2.5;2.5;2.5;2.5;3.56;0.162897368411464;0.347475500984395;70.0971434513506;0.488423201505112;0.949321857976797;2652;0.332110845108904;0.71172319574565;2.20740529571394;0.235799517411805;0.811687092803468;0.53;18.0025374487829;0.013;0.0238;0.177;0.0072;0.76;0.811;0.16;0.0049;0.022;0.0042;0.0078;0.079;0.19;0.666;0.76;0.0440258920988823;0.167352331037498;0.357698631834927;0.805671760556242;2.44389250855489;0.102577345548614;0.330904718302414;0.805496252894332;1;1;1;1;1;1;1.03035666105109;1.34382741870834;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.751492001067519;2160;0.489407612435921;0.87978662832303;1.2778536670137;1.39640194224309
19;2;0;Pea1999;59.3739178281399;0.208068465965243;40;44.5910125452052;1.06972524527227;0.972730267769139;16.8925308575299;0.41;0.742583927277003;0.33649262252313;0.0307946539389765;9.7482638341455;1.34429423748455;0.523263295031451;14.727691388878;0.79;0.8;0.002;0.16;0.18;0.15;0.92;0.853;0.002024;0.0016;0.135;0.00899999999999998;0.03;0.0245343045231654;0.0135116023572565;0.0963802858704606;0.41113574441932;0.899097255335471;0.48609261362481;14.7782317855541;0.150321921725458;43.1315573001208;2.84808316841209;1.94136932954347;0.5;0.5;1.44835876943874;18.3931049184028;2;1.29951383567068;292.6883;447.9877;372.9358;260.7527;146.565;1.8;2.5;2.5;2.5;2.5;3.56;0.182953438055743;0.338297746122003;144.678845790676;0.812244258575572;0.978367693212666;2652;0.355447518299895;0.697967510896883;2.12476802379322;0.22096073081786;0.976606776214783;0.53;23.1859173479005;0.013;0.0238;0.177;0.0072;0.76;0.811;0.16;0.0049;0.022;0.0042;0.0078;0.079;0.19;0.666;0.76;0.0381857692412703;0.175731622978561;0.365976307745;0.729321780429676;2.82626937637879;0.0996792356143069;0.194591714803627;0.760587260298351;1;1;1;1;1;1;0.746650369653383;1.01194630414935;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.57018511472064;2160;1.17045793620148;0.497448874321422;1.12717691525613;1.50590986889589
20;2;0;Pea1999;66.2901830370427;0.226863137716723;40;59.3337655613822;1.26178480633631;1.12902816930611;17.0939583658538;0.41;0.746482183969044;0.312627255487514;0.0335043819022841;10.0508037969102;1.43121835220386;0.511641249102792;22.801162385948;0.79;0.8;0.002;0.16;0.18;0.15;0.92;0.853;0.002024;0.0016;0.135;0.00899999999999998;0.03;0.0260989298742843;0.0148960634958966;0.0968380917497551;0.416972211896361;0.904124212852245;0.224085399184078;14.8019859236563;0.139656884003333;44.4290926732401;2.98823923363066;0.651708560857604;0.5;0.5;0.774422753124742;35.6360914699971;2;1.22118195170516;292.6883;447.9877;372.9358;260.7527;146.565;1.8;2.5;2.5;2.5;2.5;3.56;0.173287178254556;0.357100756824326;139.705982551329;0.749986603589323;0.927637498204537;2652;0.541241434900896;0.681548454563018;2.3381471463025;0.285568212542636;0.622424266950434;0.53;21.6735022009666;0.013;0.0238;0.177;0.0072;0.76;0.811;0.16;0.0049;0.022;0.0042;0.0078;0.079;0.19;0.666;0.76;0.0480630014108556;0.111277646295186;0.34384614325935;0.772838332066592;2.98973011840466;0.101714801374374;0.319500460216958;0.771596007445204;1;1;1;1;1;1;1.24262030228784;0.463165351177996;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.03969918516418;2160;0.878748710235499;1.23812574054106;0.702612535908374;1.02730361808345
21;2;0;Pea1999;61.5687339318362;0.230840747399433;40;58.0710001206356;0.951956851110304;1.05399788384401;16.3314172857347;0.41;0.733545942958846;0.32612115573747;0.0341851338581477;9.19108789288283;1.31388443209441;0.497540484409811;21.0162686189896;0.79;0.8;0.002;0.16;0.18;0.15;0.92;0.853;0.002024;0.0016;0.135;0.00899999999999998;0.03;0.026745234388583;0.0132707514323968;0.0810729931539891;0.291072005168915;0.928300750768712;0.626438902755457;14.9031128511548;0.137470820966586;43.1243459371158;2.76774270237264;0.761473949053869;0.5;0.5;0.45432157090886;7.23282428022027;2;0.728349330664793;292.6883;447.9877;372.9358;260.7527;146.565;1.8;2.5;2.5;2.5;2.5;3.56;0.147056468283349;0.369400157219301;98.8874182096479;0.732972893718422;0.933582489614401;2652;0.420833029124443;0.652733604002912;1.7322265479489;0.240628924849468;0.841415803017434;0.53;20.4204572292099;0.013;0.0238;0.177;0.0072;0.76;0.811;0.16;0.0049;0.022;0.0042;0.0078;0.079;0.19;0.666;0.76;0.0503872008023532;0.155786770206086;0.351686795082869;0.776431593247435;2.65453378053067;0.107421942823457;0.175330114529621;0.799022198343084;1;1;1;1;1;1;0.962391997263936;0.890733370377672;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.08852415750358;2160;0.462598599909726;1.37742563975369;0.216604305473988;1.23187241153615
22;2;0;Pea1999;61.4519625023212;0.221455789666804;40;49.7580523154503;0.691649756774163;1.01436998943093;16.6580575838885;0.41;0.767270947999286;0.334807272569006;0.0329436955728798;9.59099267037248;1.44734834763341;0.527452747889674;17.2058556529999;0.79;0.8;0.002;0.16;0.18;0.15;0.92;0.853;0.002024;0.0016;0.135;0.00899999999999998;0.03;0.02666280779153;0.0134407626618484;0.0951988037815713;0.337387460734239;0.80626030260269;0.47058031898588;14.8997497426921;0.0811535000749575;44.9898317788984;2.72345236360678;1.35432743615886;0.5;0.5;2.6519815956077;19.2366549567942;2;0.697908253514521;292.6883;447.9877;372.9358;260.7527;146.565;1.8;2.5;2.5;2.5;2.5;3.56;0.160235988729976;0.329329288245342;126.742486244577;0.89293103699958;1.03101131382028;2652;0.488889044839818;0.689959579170802;1.56936605625776;0.250163522680813;0.716146388737776;0.53;23.3973336558493;0.013;0.0238;0.177;0.0072;0.76;0.811;0.16;0.0049;0.022;0.0042;0.0078;0.079;0.19;0.666;0.76;0.0461980398441667;0.232902301462719;0.378118061962352;0.861307764037304;2.62395841672235;0.107291695553955;0.341208414728578;0.838471675275671;1;1;1;1;1;1;0.913379411703926;0.627697618191022;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.13566470378177;2160;0.870350884851773;1.13861402373774;1.00983637695673;1.07693160199841
23;2;0;Pea1999;56.9362631880003;0.186358486306479;40;71.9386684549687;1.01045134130181;1.08155726994848;17.4791332454319;0.41;0.951611027234332;0.414175208171441;0.0326720620330729;12.4170882901832;1.22579629680226;0.521104641634134;12.6795005114896;0.79;0.8;0.002;0.16;0.18;0.15;0.92;0.853;0.002024;0.0016;0.135;0.00899999999999998;0.03;0.0267209749647142;0.0164033629625424;0.087544468018452;0.51758302349893;0.947620757125307;0.607950886573603;15.3159717901205;0.12370248257281;45.3715392673869;2.73269857309353;1.67265516170727;0.5;0.5;0.809860927732281;14.785636045842;2;0.892913892171236;292.6883;447.9877;372.9358;260.7527;146.565;1.8;2.5;2.5;2.5;2.5;3.56;0.228973850731011;0.385783985700672;90.0940082483547;0.80702670506639;0.987819344773705;2652;0.401179699631889;0.689805524600074;0.945980098094672;0.308815499119633;1.22345718591657;0.53;19.627549381671;0.013;0.0238;0.177;0.0072;0.76;0.811;0.16;0.0049;0.022;0.0042;0.0078;0.079;0.19;0.666;0.76;0.0531417867999412;0.210256462411176;0.325153805496744;1.04015172100333;3.41701467249859;0.11021240585273;0.204564804059815;0.737545711875934;1;1;1;1;1;1;0.480122091123005;0.845818990307335;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.35072741882286;2160;1.14863148381696;1.02273452336972;1.05862719908191;1.13378552556939
24;2;0;Pea1999;60.4102599322483;0.22489937291873;40;66.5200124245696;1.17037311755721;1.13399714722295;16.389331135449;0.41;0.769138774953155;0.371419779261763;0.0335786661753755;10.0854318651293;1.37321571781915;0.523954175839609;19.6867857305461;0.79;0.8;0.002;0.16;0.18;0.15;0.92;0.853;0.002024;0.0016;0.135;0.00899999999999998;0.03;0.0272668544459815;0.0138453047643321;0.0830728885016763;0.22890588955475;0.786024309694642;0.48445073992895;14.905047202331;0.061194146187915;44.0977249069843;2.86073498714302;2.08320832142066;0.5;0.5;1.06753435917252;12.8099926764183;2;1.01452466260277;292.6883;447.9877;372.9358;260.7527;146.565;1.8;2.5;2.5;2.5;2.5;3.56;0.1915480433906;0.327633662034664;126.121801560966;0.703797466101867;0.897952002291799;2652;0.660077558479924;0.673472612533565;1.98143189790819;0.291136454958516;1.33542538712601;0.53;18.2341979115587;0.013;0.0238;0.177;0.0072;0.76;0.811;0.16;0.0049;0.022;0.0042;0.0078;0.079;0.19;0.666;0.76;0.0506472662135248;0.140968275839903;0.351004247863442;0.929465485826986;3.11532153637304;0.10619676986559;0.104832567685592;0.76653220637734;1;1;1;1;1;1;1.42530270638477;1.00980808076014;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.90604681574484;2160;1.15185744261351;1.06729583704046;0.984486361065974;1.19582165946876
25;2;0;Pea1999;51.4965384482565;0.199325106658906;40;62.4916064275855;0.827853046852049;0.971931243855042;16.0734097472437;0.41;0.720781128842049;0.364308967746349;0.0330915691249237;9.34323134039462;1.36952996897547;0.493218496394411;11.3693199312047;0.79;0.8;0.002;0.16;0.18;0.15;0.92;0.853;0.002024;0.0016;0.135;0.00899999999999998;0.03;0.0257631718478124;0.0142892788309928;0.0907669661025621;0.373104300272465;0.881417686518307;0.476770515020209;15.3848813069529;0.0678055901903081;44.1278959608475;2.92496969124146;0.494626737370265;0.5;0.5;0.468985592608483;57.9766192632293;2;1.10977963638859;292.6883;447.9877;372.9358;260.7527;146.565;1.8;2.5;2.5;2.5;2.5;3.56;0.168360211021155;0.383256099930851;144.834060949393;0.648688425923838;0.903930508547378;2652;0.479569589266145;0.739308734851831;2.30385774774791;0.287636838287332;0.613123285616273;0.53;19.2404683009443;0.013;0.0238;0.177;0.0072;0.76;0.811;0.16;0.0049;0.022;0.0042;0.0078;0.079;0.19;0.666;0.76;0.0499683452238477;0.222386120351337;0.367311585154969;0.833319973717142;2.725798785144;0.115454798711434;0.229630577237521;0.774646947118482;1;1;1;1;1;1;1.89675133832509;0.547359473608206;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.825392547806586;2160;0.949410261301889;1.10798221793321;0.440321204509922;1.06675626009039
